['Nome', 'Partido', 'Número']
['Rodrigo Luz', 'Novo', 3091]
['Rodrigo Ras', 'União', 4467]
['Rodrigo Rodrigues', 'PSC', 2055]
['Rodrigo Tavano', 'Novo', 3050]
['Rodrigo Tavares', 'PRTB', 2827]
['Rodrigues', 'PMN', 3376]
['Roge Baudichon', 'PP', 1110]
['Rogeria Freitas', 'PP', 1103]
['Rogerio', 'PRTB', 2802]
['Rogerio França', 'PSC', 2003]
['Rogério Graft', 'Patriota', 5144]
['Rogério Milagre', 'Avante', 7085]
['Rogerio Parada', 'PRTB', 2822]
['Rogério Rodrigues', 'Avante', 7058]
['Rogerio Vicari', 'PSDB', 4563]
['Romário', 'PROS', 9009]
['Romário Santos', 'PMN', 3317]
['Ronaldo Moscou', 'Patriota', 5117]
['Roney Cardoso', 'Avante', 7018]
['Rosa Cardoso', 'Podemos', 1928]
['Rosa da Ambulância', 'PL', 2216]
['Rosa Gusmão', 'Patriota', 5173]
['Rosana Valle', 'PL', 2227]
['Rosângela Moro', 'União', 4400]
['Rosângela Santos', 'PT', 1321]
['Rosangela Silva', 'Avante', 7065]
['Rose', 'Avante', 7021]
['Rose Archangelo', 'PSOL', 5005]
['Rose do Cervi', 'PRTB', 2868]
['Rosimeire Martins', 'PTB', 1480]
['Rossieli Soares', 'PSDB', 4567]
['Rubinelli', 'PSB', 4064]
['Rubinho do Ipiranga', 'Avante', 7057]
['Rubinho Nunes', 'União', 4455]
['Rui Falcão', 'PT', 1313]
['Russo', 'PMN', 3331]
['Rute Ripari', 'PDT', 1223]
['Sallum', 'PT', 1341]
['Salomão', 'PL', 2205]
['Sâmia Bomfim', 'PSOL', 5000]
['Samuel Barbosa', 'PP', 1102]
['Samuel Moreira', 'PSDB', 4580]
['Sanazar', 'União', 4448]
['Sandra Macedo', 'Novo', 3014]
['Sandra Madeu', 'PT', 1367]
['Sandra Pequeno Lucca', 'PSB', 4031]
['Sandrinho Santos', 'Solidariedade', 7799]
['Sandro Bussola', 'PSDB', 4523]
['Sandro do PROS', 'PROS', 9057]
['Sandro Ferreira', 'PMN', 3371]
['Santo Legaliza', 'PSOL', 5042]
['Sara Jane Zanetti', 'Rede', 1887]
['Sargento Alexandre', 'Podemos', 1933]
['Sargento Clemente', 'União', 4431]
['Sargento Damaceno', 'PRTB', 2879]
['Sargento Elaine', 'Republicanos', 1082]
['Sargento Fabio Kojak', 'PROS', 9006]
['Sargento Fagundes', 'PMB', 3555]
['Sargento Nantes', 'PP', 1112]
['Sargento Nelio Reis', 'PTB', 1401]
['Sargento Oliveirinha', 'PSDB', 4538]
['Sargento Ricardo Cruz', 'PL', 2231]
['Sargento Roseno', 'PRTB', 2852]
['Sargento Simões', 'Avante', 7099]
['Sargento Washington', 'PRTB', 2801]
['Saulo Goes', 'AGIR', 3678]
['Saulo Pedroso', 'PSD', 5515]
['Selma Dantas', 'PTB', 1407]
['Selmer', 'DC', 2767]
['Sergio Camargo', 'PL', 2204]
['Sergio Cury', 'Patriota', 5189]
['Sergio Grillo', 'Rede', 1828]
['Sergio Magnum da Farmácia', 'Patriota', 5133]
['Seu Toba', 'PP', 1169]
['Severa Barbeiro', 'PSB', 4098]
['Sidney Carneiro', 'PRTB', 2853]
['Sidney Cruz', 'Solidariedade', 7702]
['Sidney Elias', 'Novo', 3080]
['Sil Menk', 'PTB', 1430]
['Silas Feitosa', 'PRTB', 2812]
['Siléa Benedetti', 'Solidariedade', 7774]
['Silvana Mendes Musqueira', 'PSC', 2018]
['Sílvia Nagata', 'Podemos', 1948]
['Silvia Santos', 'PSDB', 4572]
['Silvia Sol', 'PSC', 2034]
['Silvinho Filho', 'PSD', 5535]
['Silvio Félix', 'União', 4420]
['Silvio Seixas', 'PTB', 1425]
['Simone Souza', 'PCO', 2989]
['Simone Betini', 'PP', 1131]
['Simone Marquetto', 'MDB', 1520]
['Simony dos Anjos', 'PSOL', 5068]
['Siqueira Junior', 'PRTB', 2890]
['Sirlei Sikorski', 'Republicanos', 1014]
['Sol Souza', 'PMN', 3318]
['Solange Moraes', 'PP', 1101]
['Solange Psicologa', 'PDT', 1238]
['Solange Santos', 'AGIR', 3642]
['Soldado José Augusto', 'DC', 2790]
['Soldado Marcelo', 'Solidariedade', 7719]
['Sonia Delfino', 'PSDB', 4540]
['Sônia Guajajara', 'PSOL', 5088]
['Sonia Melhado', 'AGIR', 3623]
['Sonilda Soares', 'PMN', 3324]
['Stela Atanázio', 'DC', 2701]
['Steven Lima', 'PMN', 3577]
['Subtenente Siqueira Neri', 'Patriota', 5166]
['Suelen Lazarini', 'Novo', 3035]
['Sueli Luta em Movimento', 'PSOL', 5037]
['Sueli Barbosa', 'AGIR', 3601]
['Susana Lambert', 'PSD', 5557]
['Susanna Policial Federal', 'PSD', 5550]
['Suzana', 'PMN', 3315]
['Suzi', 'PRTB', 2875]
['Sylvio Malheiro', 'PTB', 1460]
['Sylvio Soares', 'PMN', 3322]
['Symmy Larrat', 'PT', 1369]
['Tabata Amaral', 'PSB', 4040]
['Tadeu Nogueira', 'PMB', 3510]
['Taina Miranda', 'PRTB', 2856]
['Taís Antezana Pacheco', 'Novo', 3009]
['Taka Yamauchi', 'MDB', 1530]
['Talma Nonaka', 'PSD', 5528]
['Tamires Sampaio', 'PT', 1328]
['Tandara Caixeta', 'MDB', 1511]
['Tania Loira', 'Solidariedade', 7771]
['Tarcisio A Voz dos Nordestinos', 'PDT', 1214]
['Tatá Rodrigues', 'PMN', 3391]
['Tati da Analândia', 'PMB', 3589]
['Tatiana Lima', 'Solidariedade', 7796]
['Teca Gouvêa', 'PSB', 4020]
['Teddy Vasconcelos', 'Republicanos', 1028]
['Telma Gimenez', 'PDT', 1210]
['Tenente Albuquerque Buka', 'Patriota', 5190]
['Tenente Mosart', 'PL', 2238]
['Tenente Oliveira', 'AGIR', 3634]
['Tenente Paulo Kobaiashi', 'PTB', 1400]
['Teresa Eymael', 'DC', 2788]
['Tetê', 'PSOL', 5014]
['Thais Cruz', 'PRTB', 2891]
['Thaís Rabello', 'PSTU', 1610]
['Thalia Brasil', 'PP', 1117]
['Thame', 'PV', 4342]
['Thelles', 'Rede', 1801]
['Thereza Faria Lima', 'Patriota', 5181]
['Thiago dos Reis', 'PT', 1399]
['Thiago Henrique Durigan', 'PSC', 2067]
['Thiago Imbernom', 'Novo', 3005]
['Thiago Isola', 'Avante', 7078]
['Thiago Oliveira', 'Novo', 3028]
['Thiago Surfista', 'PSD', 5503]
['Tia Catarina', 'PP', 1179]
['Tia Raquel', 'PSDB', 4553]
['Tiago Campos', 'PP', 1130]
['Tiago Guedes', 'PRTB', 2840]
['Tiago Pires', 'PCO', 2997]
['Tião', 'PMN', 3303]
['Tina da Saúde', 'União', 4403]
['Tio Valter', 'PSC', 2059]
['Tiririca', 'PL', 2255]
['Toninho da Mariflex', 'PROS', 9011]
['Toninho Tonini', 'AGIR', 3699]
['Tony Oliveira', 'Novo', 3073]
['Tony Santos', 'PP', 1116]
['Tony Santtana', 'PP', 1138]
['Ulisses Costa', 'Patriota', 5183]
['Uriã Fancelli', 'Podemos', 1930]
['Vaccarezza', 'Avante', 7070]
['Vagner Berti', 'PTB', 7449]
['Vagner Santos', 'Republicanos', 1003]
['Val Dutra', 'Podemos', 1967]
['Valdeci Proença', 'Podemos', 1905]
['Valdinei Negão', 'PSD', 5534]
['Valentim', 'Avante', 7011]
['Valéria Monteiro', 'PSD', 5552]
['Valtão', 'PROS', 9044]
['Vanderci Pereira', 'PSC', 2074]
['Vanderlei Macris', 'PSDB', 4551]
['Vanessa Araujo Protetora', 'PDT', 1208]
['Vanessa Ferreira', 'PSB', 4061]
['Vanessa Gomes', 'PL', 2221]
['Vania Ribeiro', 'PROS', 9060]
['Vassoler', 'PSC', 2000]
['Vava do Transporte', 'PTB', 1415]
['Venâncio', 'AGIR', 3665]
['Venegas do Comex', 'PSDB', 4527]
['Vera da Pertigalete', 'Podemos', 1593]
['Vera França', 'AGIR', 3679]
['Vera Servone', 'PTB', 1489]
['Veterano Longares', 'DC', 2757]
['Veterinário Wilson Grassi', 'PV', 4330]
['Vicentinho', 'PT', 1390]
['Vilma Marques', 'PRTB', 2833]
['Vinicius Carvalho', 'Republicanos', 1085]
['Vinicius Mangabeira', 'Novo', 3023]
['Vinicius Marchese', 'PSD', 5588]
['Vinicius Saudino', 'PSD', 5532]
['Virgínia Alves', 'PMB', 3500]
['Vitor Lippi', 'PSDB', 4510]
['Vitor Naressi', 'União', 4460]
['Vitória Bolinha Cury', 'DC', 2765]
['Viviane Alves', 'União', 4472]
['Viviane Bergamo Morgero', 'PTB', 1484]
['Viviane da Saúde', 'AGIR', 3628]
['Vladimir Arruda', 'Novo', 3007]
['Vladimir Safatle', 'PSOL', 5033]
['Wagner Balieiro', 'PT', 1320]
['Wagner Federal', 'PRTB', 2805]
['Waldemir Soares Junior', 'PSTU', 1606]
['Waltecy', 'PSOL', 5077]
['Walter de Barros', 'Avante', 7015]
['Walter Fernandes', 'Novo', 3051]
['Walter Ihoshi', 'PSD', 5570]
['Walter Tato', 'Podemos', 1984]
['Wanessa Bomfim', 'Podemos', 1980]
['Washington Santos', 'PSC', 2039]
['Welder Douglas', 'PTB', 1412]
['Weller Gonçalves', 'PSTU', 1616]
['Wesley Casa Forte', 'PSB', 4022]
['Wesley Cezar (Lelinho)', 'PDT', 1222]
['Wesley Ros', 'PL', 2280]
['William Callegaro', 'PSB', 4050]
['William Silva', 'PSB', 4097]
['Wilson Keiiti Japa', 'PRTB', 2825]
['Wilson Paiva', 'PDT', 1234]
['Wilson Trindade', 'PROS', 9058]
['Xavier', 'PDT', 1280]
['Ximenes Junior', 'PSB', 4054]
['Yan Lopes', 'PSC', 2040]
['Yara Lima', 'PMN', 3326]
['Zé Amiguinho', 'Podemos', 1962]
['Zé Camargo', 'PRTB', 2821]
['Zé da Estrada', 'AGIR', 3646]
['Zé do Bode', 'PRTB', 2898]
['Zé Miguel', 'Avante', 7033]
['Zé O Maquininha', 'União', 4415]
['Zé Paulino', 'Solidariedade', 7704]
['Zedavan', 'AGIR', 3654]
['Zezé Assistente Social', 'PSB', 4063]
['Zezinho', 'PT', 1351]
['Zezinho Cabeleireiro', 'PP', 1125]
['Zidane', 'Avante', 7055]
['Zinon Silvá', 'Patriota', 5129]
['Zu Santoro', 'Podemos', 1932]
